2,2011-01-01 00:16,2011-01-01 00:29,Create Purchase Requisition
2,2011-01-01 08:16,2011-01-01 08:26,Create Request for Quotation
2,2011-01-01 09:34,2011-01-01 09:38,Analyze Request for Quotation
2,2011-01-01 10:16,2011-01-01 10:21,Amend Request for Quotation
2,2011-01-01 11:15,2011-01-01 11:48,Analyze Request for Quotation
2,2011-01-01 12:33,2011-01-01 12:39,Amend Request for Quotation
2,2011-01-01 13:28,2011-01-01 13:38,Analyze Request for Quotation
2,2011-01-01 15:18,2011-01-01 15:40,Send Request for Quotation to Supplier
2,2011-01-01 15:55,2011-01-01 16:43,Create Quotation comparison Map
2,2011-01-01 23:33,2011-01-01 23:44,Analyze Quotation Comparison Map
2,2011-01-01 23:44,2011-01-01 23:44,Choose best option
2,2011-01-02 02:15,2011-01-02 15:07,Settle Conditions With Supplier
2,2011-01-02 16:21,2011-01-02 16:31,Create Purchase Order
2,2011-01-02 20:23,2011-01-02 20:29,Confirm Purchase Order
2,2011-01-03 03:15,2011-01-04 14:53,Deliver Goods Services
2,2011-01-04 23:01,2011-01-04 23:02,Release Purchase Order
2,2011-01-05 09:03,2011-01-05 09:04,Approve Purchase Order for payment
2,2011-01-05 14:50,2011-01-05 14:50,Send Invoice
2,2011-01-06 05:04,2011-01-06 05:07,Release Supplier's Invoice
2,2011-01-06 05:38,2011-01-06 05:58,Settle Dispute With Supplier
2,2011-01-06 05:58,2011-01-06 05:58,Authorize Supplier's Invoice payment
2,2011-01-06 06:21,2011-01-06 06:32,Pay Invoice
4,2011-01-01 08:39,2011-01-01 09:00,Create Purchase Requisition
4,2011-01-01 18:45,2011-01-01 18:51,Analyze Purchase Requisition
4,2011-01-01 18:56,2011-01-01 18:58,Create Request for Quotation
4,2011-01-01 19:58,2011-01-01 20:19,Analyze Request for Quotation
4,2011-01-01 21:06,2011-01-01 21:14,Amend Request for Quotation
4,2011-01-01 22:01,2011-01-01 22:24,Analyze Request for Quotation
4,2011-01-02 02:42,2011-01-02 03:01,Send Request for Quotation to Supplier
4,2011-01-02 03:48,2011-01-02 09:08,Create Quotation comparison Map
4,2011-01-02 15:59,2011-01-02 16:13,Analyze Quotation Comparison Map
4,2011-01-02 16:13,2011-01-02 16:13,Choose best option
4,2011-01-02 19:13,2011-01-03 07:45,Settle Conditions With Supplier
4,2011-01-03 12:08,2011-01-03 12:17,Create Purchase Order
4,2011-01-03 16:13,2011-01-03 16:38,Confirm Purchase Order
4,2011-01-03 23:05,2011-01-05 02:30,Deliver Goods Services
4,2011-01-05 09:57,2011-01-05 09:58,Release Purchase Order
4,2011-01-06 00:29,2011-01-06 00:30,Approve Purchase Order for payment
4,2011-01-06 06:13,2011-01-06 06:13,Send Invoice
4,2011-01-06 20:39,2011-01-06 20:39,Authorize Supplier's Invoice payment
4,2011-01-06 21:25,2011-01-06 21:32,Pay Invoice
5,2011-01-01 09:49,2011-01-01 10:35,Create Purchase Requisition
5,2011-01-02 01:50,2011-01-02 01:57,Analyze Purchase Requisition
5,2011-01-02 02:05,2011-01-02 02:06,Create Request for Quotation
5,2011-01-02 03:02,2011-01-02 03:27,Analyze Request for Quotation
5,2011-01-02 04:21,2011-01-02 04:33,Amend Request for Quotation
5,2011-01-02 09:08,2011-01-02 09:42,Analyze Request for Quotation
5,2011-01-02 18:49,2011-01-02 19:21,Send Request for Quotation to Supplier
5,2011-01-02 19:36,2011-01-02 20:14,Create Quotation comparison Map
5,2011-01-03 03:18,2011-01-03 03:30,Analyze Quotation Comparison Map
5,2011-01-03 03:30,2011-01-03 03:30,Choose best option
5,2011-01-03 13:18,2011-01-03 19:12,Settle Conditions With Supplier
5,2011-01-03 21:01,2011-01-03 21:09,Create Purchase Order
5,2011-01-04 01:02,2011-01-04 01:24,Confirm Purchase Order
5,2011-01-04 09:08,2011-01-05 04:37,Deliver Goods Services
5,2011-01-05 12:13,2011-01-05 12:14,Release Purchase Order
5,2011-01-06 02:41,2011-01-06 02:42,Approve Purchase Order for payment
5,2011-01-06 08:23,2011-01-06 08:23,Send Invoice
5,2011-01-06 22:47,2011-01-06 22:47,Authorize Supplier's Invoice payment
5,2011-01-06 22:55,2011-01-06 23:04,Pay Invoice
9,2011-01-01 16:17,2011-01-01 16:34,Create Purchase Requisition
9,2011-01-01 22:38,2011-01-01 22:48,Create Request for Quotation
9,2011-01-01 23:49,2011-01-02 00:12,Analyze Request for Quotation
9,2011-01-02 16:04,2011-01-02 16:30,Amend Request for Quotation
9,2011-01-02 17:27,2011-01-02 17:51,Analyze Request for Quotation
9,2011-01-02 18:46,2011-01-02 18:57,Amend Request for Quotation
9,2011-01-02 20:28,2011-01-02 20:45,Analyze Request for Quotation
9,2011-01-02 21:43,2011-01-02 21:49,Amend Request for Quotation
9,2011-01-02 22:54,2011-01-02 23:26,Analyze Request for Quotation
9,2011-01-03 00:14,2011-01-03 00:25,Amend Request for Quotation
9,2011-01-03 07:45,2011-01-03 08:00,Analyze Request for Quotation
9,2011-01-04 00:04,2011-01-04 00:25,Amend Request for Quotation
9,2011-01-04 02:02,2011-01-04 02:23,Analyze Request for Quotation
9,2011-01-04 03:12,2011-01-04 03:22,Amend Request for Quotation
9,2011-01-04 05:51,2011-01-04 05:56,Analyze Request for Quotation
12,2011-01-02 05:31,2011-01-02 05:41,Create Purchase Requisition
12,2011-01-02 23:35,2011-01-02 23:41,Analyze Purchase Requisition
12,2011-01-03 11:31,2011-01-03 11:57,Amend Purchase Requisition
12,2011-01-03 17:18,2011-01-03 17:28,Create Request for Quotation
12,2011-01-03 18:32,2011-01-03 18:36,Analyze Request for Quotation
12,2011-01-03 19:22,2011-01-03 19:27,Amend Request for Quotation
12,2011-01-03 20:24,2011-01-03 20:46,Analyze Request for Quotation
12,2011-01-03 21:35,2011-01-03 21:40,Amend Request for Quotation
12,2011-01-03 22:41,2011-01-03 22:52,Analyze Request for Quotation
12,2011-01-03 23:40,2011-01-03 23:54,Amend Request for Quotation
12,2011-01-04 00:45,2011-01-04 01:35,Analyze Request for Quotation
12,2011-01-04 18:40,2011-01-04 19:03,Send Request for Quotation to Supplier
12,2011-01-04 19:42,2011-01-05 00:34,Create Quotation comparison Map
12,2011-01-05 07:34,2011-01-05 07:41,Analyze Quotation Comparison Map
12,2011-01-05 07:41,2011-01-05 07:41,Choose best option
12,2011-01-06 00:30,2011-01-06 05:00,Settle Conditions With Supplier
12,2011-01-06 13:20,2011-01-06 13:27,Create Purchase Order
12,2011-01-07 01:33,2011-01-07 01:39,Confirm Purchase Order
12,2011-01-07 07:08,2011-01-08 13:08,Deliver Goods Services
12,2011-01-08 20:16,2011-01-08 20:17,Release Purchase Order
12,2011-01-08 22:48,2011-01-08 22:49,Approve Purchase Order for payment
12,2011-01-10 01:16,2011-01-10 01:16,Send Invoice
12,2011-01-10 15:41,2011-01-10 15:46,Release Supplier's Invoice
