1,2006-01-01 00:00,2006-01-06 00:00,invite reviewers
1,2006-01-09 00:00,2006-01-09 00:00,get review 2
1,2006-01-10 00:00,2006-01-10 00:00,get review 3
1,2006-01-11 00:00,2006-01-11 00:00,get review 1
1,2006-01-11 00:00,2006-01-13 00:00,collect reviews
1,2006-01-13 00:00,2006-01-18 00:00,decide
1,2006-01-18 00:00,2006-01-20 00:00,invite additional reviewer
1,2006-01-23 00:00,2006-01-23 00:00,get review X
1,2006-01-24 00:00,2006-01-27 00:00,decide
1,2006-01-27 00:00,2006-01-28 00:00,invite additional reviewer
1,2006-01-31 00:00,2006-01-31 00:00,get review X
1,2006-02-14 00:00,2006-02-19 00:00,decide
1,2006-02-19 00:00,2006-02-23 00:00,invite additional reviewer
1,2006-02-25 00:00,2006-02-25 00:00,get review X
1,2006-04-08 01:00,2006-04-10 01:00,decide
1,2006-04-11 01:00,2006-04-13 01:00,reject
10,2006-02-03 00:00,2006-02-06 00:00,invite reviewers
10,2006-02-06 00:00,2006-02-06 00:00,get review 2
10,2006-02-06 00:00,2006-02-06 00:00,get review 3
10,2006-02-07 00:00,2006-02-07 00:00,time-out 1
10,2006-02-07 00:00,2006-02-11 00:00,collect reviews
10,2006-03-01 00:00,2006-03-01 00:00,decide
10,2006-03-04 00:00,2006-03-08 00:00,invite additional reviewer
10,2006-03-12 00:00,2006-03-12 00:00,time-out X
10,2006-05-14 01:00,2006-05-17 01:00,decide
10,2006-05-20 01:00,2006-05-23 01:00,invite additional reviewer
10,2006-05-31 01:00,2006-05-31 01:00,time-out X
10,2006-07-27 01:00,2006-07-30 01:00,decide
10,2006-08-08 01:00,2006-08-12 01:00,invite additional reviewer
10,2006-08-14 01:00,2006-08-14 01:00,get review X
10,2006-11-18 00:00,2006-11-22 00:00,decide
10,2007-02-02 00:00,2007-02-06 00:00,invite additional reviewer
10,2007-02-10 00:00,2007-02-10 00:00,time-out X
10,2007-12-02 00:00,2007-12-02 00:00,decide
10,2007-12-02 00:00,2007-12-02 00:00,invite additional reviewer
10,2007-12-06 00:00,2007-12-06 00:00,get review X
10,2008-02-16 00:00,2008-02-21 00:00,decide
10,2008-02-21 00:00,2008-02-22 00:00,invite additional reviewer
10,2008-03-01 00:00,2008-03-01 00:00,time-out X
10,2009-07-15 01:00,2009-07-15 01:00,decide
10,2009-07-17 01:00,2009-07-17 01:00,accept
100,2007-03-15 00:00,2007-03-18 00:00,invite reviewers
100,2007-03-19 00:00,2007-03-19 00:00,get review 3
100,2007-03-21 00:00,2007-03-21 00:00,get review 1
100,2007-03-22 00:00,2007-03-22 00:00,get review 2
100,2007-03-22 00:00,2007-03-25 00:00,collect reviews
100,2008-02-02 00:00,2008-02-03 00:00,decide
100,2008-02-03 00:00,2008-02-05 00:00,invite additional reviewer
100,2008-02-05 00:00,2008-02-05 00:00,time-out X
