1,2011-01-01 00:00,2011-01-01 00:37,Create Purchase Requisition
2,2011-01-01 00:16,2011-01-01 00:29,Create Purchase Requisition
3,2011-01-01 02:23,2011-01-01 03:03,Create Purchase Requisition
1,2011-01-01 05:37,2011-01-01 05:45,Create Request for Quotation
1,2011-01-01 06:41,2011-01-01 06:55,Analyze Request for Quotation
2,2011-01-01 08:16,2011-01-01 08:26,Create Request for Quotation
4,2011-01-01 08:39,2011-01-01 09:00,Create Purchase Requisition
2,2011-01-01 09:34,2011-01-01 09:38,Analyze Request for Quotation
5,2011-01-01 09:49,2011-01-01 10:35,Create Purchase Requisition
2,2011-01-01 10:16,2011-01-01 10:21,Amend Request for Quotation
2,2011-01-01 11:15,2011-01-01 11:48,Analyze Request for Quotation
6,2011-01-01 11:20,2011-01-01 11:37,Create Purchase Requisition
1,2011-01-01 11:43,2011-01-01 12:09,Send Request for Quotation to Supplier
1,2011-01-01 12:32,2011-01-01 16:03,Create Quotation comparison Map
2,2011-01-01 12:33,2011-01-01 12:39,Amend Request for Quotation
2,2011-01-01 13:28,2011-01-01 13:38,Analyze Request for Quotation
7,2011-01-01 14:05,2011-01-01 15:00,Create Purchase Requisition
8,2011-01-01 14:27,2011-01-01 15:17,Create Purchase Requisition
2,2011-01-01 15:18,2011-01-01 15:40,Send Request for Quotation to Supplier
2,2011-01-01 15:55,2011-01-01 16:43,Create Quotation comparison Map
9,2011-01-01 16:17,2011-01-01 16:34,Create Purchase Requisition
6,2011-01-01 17:32,2011-01-01 17:45,Create Request for Quotation
8,2011-01-01 18:00,2011-01-01 18:07,Create Request for Quotation
6,2011-01-01 18:39,2011-01-01 18:55,Analyze Request for Quotation
4,2011-01-01 18:45,2011-01-01 18:51,Analyze Purchase Requisition
4,2011-01-01 18:56,2011-01-01 18:58,Create Request for Quotation
8,2011-01-01 19:04,2011-01-01 19:27,Analyze Request for Quotation
6,2011-01-01 19:47,2011-01-01 19:55,Amend Request for Quotation
4,2011-01-01 19:58,2011-01-01 20:19,Analyze Request for Quotation
8,2011-01-01 20:21,2011-01-01 20:34,Amend Request for Quotation
6,2011-01-01 20:55,2011-01-01 21:28,Analyze Request for Quotation
4,2011-01-01 21:06,2011-01-01 21:14,Amend Request for Quotation
8,2011-01-01 21:35,2011-01-01 22:01,Analyze Request for Quotation
4,2011-01-01 22:01,2011-01-01 22:24,Analyze Request for Quotation
6,2011-01-01 22:13,2011-01-01 22:28,Amend Request for Quotation
9,2011-01-01 22:38,2011-01-01 22:48,Create Request for Quotation
1,2011-01-01 22:44,2011-01-01 23:13,Analyze Quotation Comparison Map
1,2011-01-01 23:13,2011-01-01 23:13,Choose best option
6,2011-01-01 23:24,2011-01-01 23:48,Analyze Request for Quotation
2,2011-01-01 23:33,2011-01-01 23:44,Analyze Quotation Comparison Map
2,2011-01-01 23:44,2011-01-01 23:44,Choose best option
9,2011-01-01 23:49,2011-01-02 00:12,Analyze Request for Quotation
1,2011-01-02 01:22,2011-01-02 09:20,Settle Conditions With Supplier
3,2011-01-02 01:50,2011-01-02 01:58,Analyze Purchase Requisition
5,2011-01-02 01:50,2011-01-02 01:57,Analyze Purchase Requisition
3,2011-01-02 02:01,2011-01-02 02:03,Create Request for Quotation
5,2011-01-02 02:05,2011-01-02 02:06,Create Request for Quotation
2,2011-01-02 02:15,2011-01-02 15:07,Settle Conditions With Supplier
4,2011-01-02 02:42,2011-01-02 03:01,Send Request for Quotation to Supplier
10,2011-01-02 02:52,2011-01-02 03:43,Create Purchase Requisition
5,2011-01-02 03:02,2011-01-02 03:27,Analyze Request for Quotation
3,2011-01-02 03:27,2011-01-02 03:48,Analyze Request for Quotation
4,2011-01-02 03:48,2011-01-02 09:08,Create Quotation comparison Map
5,2011-01-02 04:21,2011-01-02 04:33,Amend Request for Quotation
11,2011-01-02 05:12,2011-01-02 05:53,Create Purchase Requisition
12,2011-01-02 05:31,2011-01-02 05:41,Create Purchase Requisition
13,2011-01-02 07:47,2011-01-02 08:06,Create Purchase Requisition
5,2011-01-02 09:08,2011-01-02 09:42,Analyze Request for Quotation
8,2011-01-02 09:20,2011-01-02 09:48,Send Request for Quotation to Supplier
6,2011-01-02 09:51,2011-01-02 10:22,Send Request for Quotation to Supplier
1,2011-01-02 09:58,2011-01-02 10:10,Create Purchase Order
8,2011-01-02 10:10,2011-01-02 15:33,Create Quotation comparison Map
10,2011-01-02 10:25,2011-01-02 10:32,Create Request for Quotation
6,2011-01-02 10:27,2011-01-02 15:32,Create Quotation comparison Map
13,2011-01-02 11:39,2011-01-02 11:48,Create Request for Quotation
7,2011-01-02 13:33,2011-01-02 13:38,Analyze Purchase Requisition
7,2011-01-02 13:41,2011-01-02 13:42,Create Request for Quotation
14,2011-01-02 13:58,2011-01-02 14:50,Create Purchase Requisition
1,2011-01-02 14:09,2011-01-02 14:43,Confirm Purchase Order
7,2011-01-02 15:07,2011-01-02 15:29,Analyze Request for Quotation
3,2011-01-02 15:29,2011-01-02 15:55,Send Request for Quotation to Supplier
10,2011-01-02 15:32,2011-01-02 15:59,Analyze Request for Quotation
13,2011-01-02 15:33,2011-01-02 16:15,Analyze Request for Quotation
4,2011-01-02 15:59,2011-01-02 16:13,Analyze Quotation Comparison Map
3,2011-01-02 16:00,2011-01-02 21:00,Create Quotation comparison Map
9,2011-01-02 16:04,2011-01-02 16:30,Amend Request for Quotation
4,2011-01-02 16:13,2011-01-02 16:13,Choose best option
2,2011-01-02 16:21,2011-01-02 16:31,Create Purchase Order
7,2011-01-02 16:21,2011-01-02 16:28,Amend Request for Quotation
13,2011-01-02 17:04,2011-01-02 17:18,Amend Request for Quotation
7,2011-01-02 17:22,2011-01-02 17:47,Analyze Request for Quotation
9,2011-01-02 17:27,2011-01-02 17:51,Analyze Request for Quotation
15,2011-01-02 18:07,2011-01-02 18:24,Create Purchase Requisition
13,2011-01-02 18:29,2011-01-02 19:01,Analyze Request for Quotation
7,2011-01-02 18:36,2011-01-02 18:50,Amend Request for Quotation
9,2011-01-02 18:46,2011-01-02 18:57,Amend Request for Quotation
5,2011-01-02 18:49,2011-01-02 19:21,Send Request for Quotation to Supplier
4,2011-01-02 19:13,2011-01-03 07:45,Settle Conditions With Supplier
16,2011-01-02 19:25,2011-01-02 20:14,Create Purchase Requisition
17,2011-01-02 19:32,2011-01-02 20:17,Create Purchase Requisition
5,2011-01-02 19:36,2011-01-02 20:14,Create Quotation comparison Map
18,2011-01-02 19:36,2011-01-02 19:52,Create Purchase Requisition
13,2011-01-02 19:51,2011-01-02 19:57,Amend Request for Quotation
7,2011-01-02 20:14,2011-01-02 20:28,Analyze Request for Quotation
2,2011-01-02 20:23,2011-01-02 20:29,Confirm Purchase Order
9,2011-01-02 20:28,2011-01-02 20:45,Analyze Request for Quotation
19,2011-01-02 20:47,2011-01-02 21:36,Create Purchase Requisition
1,2011-01-02 20:49,2011-01-03 03:37,Deliver Goods Services
16,2011-01-02 20:56,2011-01-02 21:05,Create Request for Quotation
13,2011-01-02 21:04,2011-01-02 21:35,Analyze Request for Quotation
20,2011-01-02 21:13,2011-01-02 21:30,Create Purchase Requisition
21,2011-01-02 21:17,2011-01-02 22:13,Create Purchase Requisition
9,2011-01-02 21:43,2011-01-02 21:49,Amend Request for Quotation
6,2011-01-02 21:44,2011-01-02 22:01,Analyze Quotation Comparison Map
16,2011-01-02 21:53,2011-01-02 22:13,Analyze Request for Quotation
6,2011-01-02 22:01,2011-01-02 22:01,Choose best option
8,2011-01-02 22:08,2011-01-02 22:14,Analyze Quotation Comparison Map
8,2011-01-02 22:14,2011-01-02 22:14,Choose best option
13,2011-01-02 22:23,2011-01-02 22:32,Amend Request for Quotation
22,2011-01-02 22:38,2011-01-02 23:05,Create Purchase Requisition
9,2011-01-02 22:54,2011-01-02 23:26,Analyze Request for Quotation
23,2011-01-02 22:54,2011-01-02 23:41,Create Purchase Requisition
16,2011-01-02 23:05,2011-01-02 23:11,Amend Request for Quotation
13,2011-01-02 23:27,2011-01-02 23:46,Analyze Request for Quotation
12,2011-01-02 23:35,2011-01-02 23:41,Analyze Purchase Requisition
16,2011-01-03 00:00,2011-01-03 00:23,Analyze Request for Quotation
11,2011-01-03 00:06,2011-01-03 00:12,Analyze Purchase Requisition
9,2011-01-03 00:14,2011-01-03 00:25,Amend Request for Quotation
7,2011-01-03 00:17,2011-01-03 00:40,Send Request for Quotation to Supplier
11,2011-01-03 00:20,2011-01-03 00:22,Create Request for Quotation
6,2011-01-03 00:25,2011-01-03 13:16,Settle Conditions With Supplier
15,2011-01-03 00:35,2011-01-03 00:48,Create Request for Quotation
8,2011-01-03 00:40,2011-01-03 12:50,Settle Conditions With Supplier
2,2011-01-03 03:15,2011-01-04 14:53,Deliver Goods Services
3,2011-01-03 03:18,2011-01-03 03:47,Analyze Quotation Comparison Map
5,2011-01-03 03:18,2011-01-03 03:30,Analyze Quotation Comparison Map
24,2011-01-03 03:18,2011-01-03 03:34,Create Purchase Requisition
